-74.7251	5.89983
-40.065264	-19.394665
-40.065264	-19.394665
-40.085834	-19.434759
-40.085834	-19.434759
-39.5192	-15.4445
-41.11483	-13.92035
-41.06427	-13.78512
-66.8001	9.38839
-61.962	7.65765
-52.2559	-3.3231
-52.2559	-3.3231
-65.05796	-9.60132
-65.05742	-9.60135
-54.955667	-2.501389
-54.955667	-2.501389
-54.955667	-2.501389
-54.955667	-2.501389
-61.138187	1.827119
-61.138187	1.827119
-61.138187	1.827119
-61.138187	1.827119
-61.138187	1.827119
-61.138187	1.827119
-61.138187	1.827119
-61.138187	1.827119
-61.138187	1.827119
-61.81622222	-4.310694444
-61.81622222	-4.310694444
-61.68611111	-3.405
-61.37213889	-2.365083333
-55.763889	-14.910833
-55.763889	-14.910833
-55.763889	-14.910833
-55.763889	-14.910833
-48.2442	-9.9303
-44.5629	-7.7947
-44.5629	-7.7947
-44.5629	-7.7947
-48.441	-8.7386
-48.441	-8.7386
-48.2442	-9.9303
-44.90125	-12.1909
-46.21262	-10.72561
-48.22438	-14.86926
